label,text,text1,text2
88,king speech rule oscar nomination,['king speech and oscar case'],['king speech rule x nomination']
66,journalist beaten website blocked amid protest egypt cpj,['journalist among 3 blocked amid protest egypt leader'],['the beaten website blocked amid protest at cpj']
60,cook gun shop offer amp firearm gunsmithing service hunting fishing accessory,['cook gun shop offer amp - gunsmithing / hunting fishing tournaments'],['regular gun shop offer and firearm emergency service hunting fishing accessory']
88,king speech best ensemble sagawards,['king 5 best ensemble album'],['king county best ensemble prize']
60,huge outdoor slated feb wft newsfrom trophy elk deer hunt trout ba,['huge outdoor activities feb wft October trophy elk deer hunt game hunt'],['winter outdoor slated feb wft 3 golden elk deer hunt trout ba']
46,photography check bottega veneta robert longo photo shoot fall winter advertising camp,['photography check bottega Rica con longo photo shoot fall 2014 boot camp'],['photography check bottega veneta and longo models shoot fall winter modeling award']
37,doctor giffords good condition will rehab rep gabrielle giffords good condition wi,['doctor asks crappy condition will rehab rep gabrielle giffords bad condition for'],['doctor giffords good situation will rehab her gabrielle reynolds good condition wi']
97,find free college grant money find free college grant money find free college gran grant,['find perfect college grant money find free college reward dollars find free college gran grant'],['find free college grant money find free school grant money find free students gran ॥']
87,luv gt mock chicken fettuccine alfredo grocery store dinner,['luv gt with chicken or alfredo from store sandwiches'],['luv gt mock steak supper alfredo grocery pie dinner']
75,christina aguilera flub national anthem singing er rampart watched gallantly,['christina aguilera at national strip on a rampart watched gallantly'],['christina aguilera flub stage scene singing er rampart watched while']
45,republican catch democrat socialmedia politics,['republican internet democrat socialmedia giant'],['and catch up socialmedia politics']
22,judge owns stock aetna,['judge on 3 aetna'],['it owns stock...']
10,reuters reporting looter break national museum yesterday destroy mummy,['reuters reporting looter filmed in museum yesterday stealing mummy'],['reuters collection looter break national museum site destroy flood']
13,dvr alert pm today oprah winfrey deep family secret revealed,['dvr 5 on today oprah winfrey deep family secret meeting'],['dvr alert pm news oprah insider deep family secret special']
14,rite movie trailer anthony hopkins best flick movie trailer hd streaming torrent downloads movie,['rite movie festival scores for best flick movie trailer hd streaming torrent downloads here'],['rite movie trailer anthony hall opening flick movie by hd streaming torrent downloads movie']
55,told skinny today day burn fat,['told us any day burn fat'],['told mom today would burn fat']
60,gill net fishing closed early ton rockfish poaching bust capital news service photo kerry davis,['gill net fishing closed early ton rockfish go bust capital local unit photo kerry family'],['gill net office closed early 2018 rockfish poaching bust capital news website spokesman kerry davis']
108,thumbnail drive wi fi device convenient risky safe tip fb,['thumbnail drive log fi camera convenient risky safe to fb'],['thumbnail drive wi input device convenient for safe tip...']
60,friday time pack week ice fishing check canadian,['friday time pack week fishing fishing check bag'],['common time pack week or fishing check canadian']
87,super smoker sweet spicy wing perfect sunday sb smokedrecipes footballfood recipe,['super smoker BBQ spicy BBQ wrap sunday sb fr footballfood recipe'],['super smoker delicious spicy chicken chun sunday sb smokedrecipes original recipe']
22,federal judge toss entire healthcare reform law account individual mandate acquire insurance coverage,['federal judge toss entire healthcare overhaul law account individual mandate covering health coverage'],['federal judge toss entire health reform law account individual mandate on insurance on']
99,will write superbowl commercial someday vw take cake,['will write superbowl authors someday to take cake'],['will write superbowl commercial at vw power records']
42,iran hang dutch iranian woman drug smuggling worldnews,['iran warns dutch iranian chief over smuggling worldnews'],['iran hang back for woman drug smuggling worldnews']
104,remember alex brown don text drive lt ambrat gt,['remember alex was said ta drive lt ambrat gt'],['remember alex letting don text drive on ambrat ॥']
90,resource teacher parent film consequence schoolviolence bullying,['resource teacher received film consequence home bullying'],['being teacher parent in consequence schoolviolence bullying']
75,christina aguilera great job national anthem,['christina aguilera given job covering anthem'],['barbara aguilera great job dance anthem']
28,detroit auto green,['detroit red green'],['detroit auto racing']
75,christina aguilera apologize flubbing national anthem,['christina aguilera speaking about state anthem'],['christina aguilera starts with national anthem']
81,idc apple lead rim worldwide smartphone maker,['idc apple as rim Chinese smartphone maker'],['idc apple lead rim worldwide award 2016']
79,yemeni rally president,['yemeni current president'],['yemeni rally at']
60,connecting bass fishing,['connecting bass Edit'],['connecting bicycle fishing']
60,south indian river fishing report snook fishing pretty quiet jetty,['south indian river annual report ---- fishing pretty quiet..'],['south roaring river village harbor snook fishing pretty quiet jetty']
100,republican party debt gear,['republican party flash cards'],['republican party debt fund']
65,obama praise military healthy initiative lady michelle obama visited army largest training,['obama praise military diversity initiative actress michelle obama visited military largest training'],['obama praise military healthy camp 2009 michelle obama visited these largest training']
66,egyptian journalist dy gunshot wound egyptian reporter shot clash week ago died,['egyptian journalist suffers gunshot fired Arabic reporter shot clash week ago Video'],['egyptian journalist died gunshot wound egyptian writer ahmed clash week ago died']
57,mayor closed chicago public school,['mayor al chicago public libraries'],['mayor closed chicago public library']
60,cold weather put chill clear lake bass fishing cold weather slowed bass fishing crawl,['cold weather put chill clear on bass fishing cold weather causing bass to crawl'],['cold water put chill clear lake bass and cold weather slowed up fishing crawl']
99,favorited youtube video brisk eminem super bowl commercial,['favorited youtube page brisk eminem super overpowered games'],['favorited music video brisk eminem super bowl anthem']
60,fishing report feb surf pier richie knuth fishin shack heard thi,['fishing report feb surf pier and black fishin shack closes tonight'],['fishing report feb 14 pier richie knuth fishin i heard ।']
66,cbc news foreign journalist attacked egypt,['cbc news foreign journalist assignment abroad'],['arab news foreign journalist in egypt']
42,bbc news dutch freeze contact iran hanging,['bbc news dutch crime and iran hanging'],['bbc news dutch national contact watch hanging']
55,weight loss diet plan living healthy acai berry people sticking,['weight you diet food living healthy acai berry people healthier'],['early aid diet plan living healthy acai berry and sticking']
104,app called auto text reply will auto text office car angel pledge don text drive,['app called auto text app will auto text office car without pledge don to drive'],['app called auto phones they will talk text office car angel pledge don text drive']
55,amazon acai berry weight loss expectation acai berry amazon named super fruit cl,['amazon acai berry apple loss expectation apple peach amazon e super fruit cl'],['amazon acai extra weight loss expectation acai berry version named super fruit red']
79,yemeni president won extend presidential term yemen,['yemeni president to extend presidential term limits'],['yemeni bold italics extend presidential term yemen']
37,giffords condition upgraded good doctor rep gabrielle giffords upgraded condition serio,['giffords district upgraded good grade and gabrielle state upgraded condition serio'],['normal condition upgraded good limited rep and giffords upgraded condition serio']
60,fact fly fishing rod overstock,['fact fly double rod overstock'],['a fly fishing rod one']
85,report hint best buy stock verizon iphone launch best buy outlet will varying amoun,['report hint best buys on verizon iphone launch to buy outlet will welcome amoun'],['email hint best buy stock verizon communications launch best buy stock will i amoun']
60,canada fly fishing canada fly fishing free online article directory submit article top author top,['canada fly fishing canada fly fishing free for Internet directory submit article about author article'],['canada fly picking canada fly fishing free book article directory submit to top author top']
88,king speech lead oscar race nomination reuters reuters king speech british drama,['king speech before oscar race vote reuters of king speech british budget'],['king speech lead oscar race london reuters herald king speech british heritage']
45,mob democracy facebook twitter youtube revolution facebook,['mob democracy facebook Facebook youtube reddit facebook'],['blogs democracy facebook facebook youtube revolution facebook']
18,prince william kate middleton wedding guest invited fax telegraph uk,['prince j kate middleton your guest invited fax your office'],['the william kate middleton wedding proposal invited sunday telegraph uk']
87,read cook enjoy recipe israel couscous,['read cook enjoy his israel garden'],['enjoy but enjoy recipe israel couscous']
88,king speech true grit top oscar nomination,['king holds true of top oscar nomination'],['king speech true america top oscar 2018']
88,weekend wrap king speech rule sag dgas portman pick trophy weekend,['weekend wrap Austin speech rule sag dgas for pick by weekend'],['weekend wrap king speech community weekend dgas portman pick festival weekend']
99,newcar audia watch audi superbowl commercial youtube ad blitz channel,['newcar audia 8 audi superbowl commercial music ad Facebook channel'],['newcar audia motor company superbowl project youtube ad blitz channel']
99,terrific mercedes benz commercial superbowl extended version promising future,['terrific mercedes e commercial superbowl extended version Display improvements'],['terrific driving benz special superbowl extended version promising photography']
82,vote delayed immigration verify bill house labor subcommittee adjourned debate directed dep,['vote against immigration verify bill house labor camp recommends debate directed dep'],['motion delayed no verify act house labor subcommittee adjourned debate directed dep']
17,sad white stripe split steam side project best moment,['sad white wine split steam side project present moment'],['new white stripe from steam side project best moment']
60,news annual ice fishing derby,['news annual salmon fishing derby'],['news of ice fishing derby']
60,aquarium fish breeding angel fish best technique started breeding angel fish buy,['aquarium fish breeding for fish best places around breeding angel fish buy'],['aquarium fish from angel fishes new technique started breeding angel fish buy']
88,great expectation award natalie portman colin firth screen actor guild,['great expectation in natalie virgin colin firth senior actor guild'],['great art by natalie portman colin firth screen directors guild']
87,reading chicken taco rice chicken taco rice yum yum yum eat plate coul,['reading chicken taco wrapper chicken taco stuffed rice yum yum eat plate ove'],['ham chicken water duck chicken taco rice yum yum yum eat plate please']
70,love farmer market long beach,['love farmer market and beach'],['love farmer market long hill']
75,rocking christina aguilera explains national anthem flub christina aguilera well aware,['rocking christina live – national charity flub christina aguilera lives on'],['rocking laura aguilera has to anthem flub christina aguilera well for']
30,keith olbermann join current tv report keith olbermann controversial liberal pundit ho,['keith olbermann join current Olympics report keith Williams joins ESPN pundit ho'],['keith alexander pbs current issue report keith olbermann controversial liberal on ho']
99,cc omg love commercial detroit superbowl brandbowl,['cc & media x detroit superbowl brandbowl'],['cc the love bears and superbowl brandbowl']
99,superbowl commercial volkswagen force smaller darth vader,['superbowl commercial volkswagen for smaller racing tanks'],['superbowl commercial delta force diesel darth arrow']
95,official facebook video talking privacy setting watch,['official security video talking privacy security watch'],['video facebook video talking privacy setting out']
97,calum miller mba scholarship university edinburgh uk beasiswa scholarship,['calum miller and scholarship year edinburgh uk k 2021'],['calum miller prize yale university trust uk beasiswa scholarship']
107,best news somali pirate hijack german ship somali pirate hijacked german owned ship mv amirojkes,['best recent somali pirate hijack german sailor somali crew hijacked german cargo ship for amirojkes'],['best news headline pirate hijack german ship somali pirate hijacked turkish merchant ship ss amirojkes']
61,powell hu visit success yep powell suck turncoat,['powell hu visit success and I suck ass'],['powell hu bucks success yep powell suck baby']
74,secured unsecured debt consolidation loan settle credit card debt cost debt consolidation,['secured unsecured bond consolidation loan settle credit card fund consolidation debt consolidation'],['secured foreign debt consolidation loan settle credit card minimum cost loan consolidation']
60,watch montauk kayak fishing blitz video fishing news video,['watch old kayak music blitz video youtube news video'],['watch video kayak fishing web video fishing news web']
60,twenty question walleye pro jimmy bell hunting big life fishing,['twenty question on pro jimmy fly hunting big mouth fishing'],['twenty men asking pro golf bell hunting big life fishing']
88,dtn hollywood king speech win top honour director guild award london jan ani historical,['dtn hollywood film award & top honour director guild award london jan 23 historical'],['2011 hollywood black speech award top music director guild award london jan ani historical']
96,post james franco sings sundance,['post james franco walking again'],['post james morrison sings sundance']
97,fuji xerox setsutaro kobayashi memorial fund foreign student grant japan beasi,['fuji no setsutaro ni memorial fund wa student grant no beasi'],['fuji xerox setsutaro kobayashi open center to study grant japan beasi']
75,aguilera flub national anthem christina aguileraflubbed belt,['aguilera fue con la christina in belt'],['aguilera flub international anthem christina bryan vocals']
20,taco bell beef meat lawsuit claim rest supernatural filler,['taco bell beef restaurant lawsuit grounds rest supernatural filler'],['taco park beef brewery lawsuit claim that supernatural filler']
72,doesn watch kardashians,['doesn an episode'],['sydney c kardashians']
55,will acai berry help lose weight acai berry renowned natural weight loss supplement hea,['will acai br help lose weight acai berry a natural weight loss drug is'],['will acai rock help lose weight acai berry with natural mass loss style hea']
88,case missed full list year oscar nominee,['case missed honour list year oscar winning'],['case missed in list year ended nominee']
66,journalist return central cairo threat remain,['journalist return from cairo threat site'],['journalist return central but must remain']
77,gibbs father love ep ncis,['gibbs like love love ncis'],['my father love ep ॥']
75,christina aguilera explains super bowl national anthem flub,['christina -- The super famous national anthem flub'],['david aguilera explains rose bowl national anthem play']
60,tropical fish tank help aquarium fish tank tropical fish tank fish clean,['tropical family aquarium help aquarium fish tank tropical fish tank fish site'],['tropical fish mary help me fish tank tropical ocean tank fish clean']
22,heritage morning bell victory road repeal teaparty hcr,['heritage giant bell victory grand winner teaparty hcr'],['heritage railways bell service road repeal bridge hcr']
98,australia flooding cost enormous flooding australia people making,['australia flooding deaths and damage australia people making'],['australia may cost enormous us australia people making']
84,aaron rodgers concussion nfl playoff packer quarterback hiding brain injury,['aaron rodgers concussion during playoff loss quarterback hiding injury injury'],['aaron rodgers concussion injury sam packer quarterback feels brain injury']
95,facebook privacy setting user,['facebook privacy setting option'],['facebook privacy setting online']
22,federal judge strike insurance mandate entire reform bill,['federal judge review and mandate entire reform bill'],['new judge strike insurance mandate entire reform as']
60,lazer trokar return sponsor boatus collegiate bass fishing championship,['lazer trokar signed to boatus collegiate bass fishing team'],['lazer trokar sponsorship sponsor of collegiate bass world championship']
95,protect personal facebook,['protect personal details'],['protect your facebook']
22,obamacare heading supreme court,['obamacare heading supreme dictatorship'],['obamacare heading supreme award']
84,doctor lounge multiple concussion raise teen athlete health risk,['doctor probes multiple concussion raise teen athlete health concern'],['doctor and multiple concussion raise teen athlete death risk']
101,natalie portman better win oscar best actress black swan movie amazing time,['natalie im better and oscar best actress black cinema = amazing time'],['natalie portman better win oscar 2016 new jamie swan movie amazing time']
22,judge ruled health care individual mandate declared void,['judge declaring health care individual mandate a void'],['judge ruled health service provider mandate declared void']
62,dangerous starbucks cup hold bottle wine watch,['dangerous starbucks cup plastic bottle wine case'],['dangerous big cup hold bottle for watch']
73,mi head iran sanction nuke program technical expertise create mat,['mi head iran sanction financial program technical expertise remain surplus'],['mi head iran sanction its as technical to create mat']
64,biggest drop fatal crash involving red light running chandler ariz death dropped,['biggest in fatal crash involving white light running caused ariz death »'],['biggest drop fatal crash dead lost brick running chandler ariz death dropped']
79,start era middle east,['start of middle east'],['modern era middle east']
58,fda approves drug treat nerve pain shingle,['fda allows X treat nerve pain shingle'],['fda approves no treat nerve pain and']
60,carp fishing book effective angling step step king bop carp fishing book,['carp fishing book effective angling step three steps bop rock fishing book'],['carp fishing book effective fishing step step king bop and fishing history']
60,find better deal offshore saltwater fishing boat ebay check,['find real deal bait via fishing boat ebay check'],['proposed new deal with saltwater fishing boat ebay check']
79,factbox group challenging yemen government reuters,['factbox group within yemen urges reuters'],['task group for yemen government reuters']
82,isg alert visa program gao report congress reform needed minimize risk cost immigration,['isg worker visa program gao report congress reform needed minimize risk budget increases'],['isg alert visa program gao report congress administration proposal minimize increased cost immigration']
26,unemployment rate percent december quarter unemployment rate rose three,['unemployment rate percent december 2015 unemployment likely rose as'],['unemployment rate percent december quarter unemployment levels rose office']
66,al jazeera english journalist freed cairo state dep asked release egypt jan,['al Jazeera english journalist freed Qatar state dep asked release egypt detainee'],['world jazeera english journalist for cairo state dep news release egypt jan']
81,iphone profit swamp competitor iphone cheap smartphone load codswallop,['iphone profit swamp bait iphone kill carb load codswallop'],['iphone profit market competitor and cheap smartphone nokia codswallop']
104,dangerous text drive besafe,['dangerous behavior or besafe'],['30 text drive time']
66,egyptian army start rounding journalist egypt jan medium journalist,['egyptian army start using journalist egypt jan 22 2018'],['german army start rounding journalist of jan medium journalist']
87,easy honey mustard mozzarella chicken recipe chicken recipe cooking,['easy honey mustard homemade chicken wings Easy recipe cooking'],['easy honey and mozzarella chicken recipe turkey recipe in']
99,volkswagen black beetle commercial teaser vw set air ad super bowl xlv,['volkswagen 3 beetle commercial cargo trailer set air at super bowl xlv'],['volkswagen body beetle aero teaser vw set air ad super eagle xlv']
19,ny governor proposes sweeping cut funding york school medicaid program slashed srq,['ny governor proposes sweeping cut funding york county medicaid program rocked by'],['ny governor proposes sweeping cut cut of school medicaid program and srq']
84,sherrington player steerlers james harrison concussion seriously super bowl xlv news sportsdaydfw,['sherrington player steerlers james playoff lab tests seen critical xlv news sportsdaydfw'],['sherrington the steerlers robert harrison concussion seriously super delayed xlv news online']
99,super bowl commercial volkswagen favored win seo,['super tv commercial The favored win seo'],['rose bowl commercial had favored win seo']
72,prob love,['prob case'],['for love']
101,congratulation natalie portman golden globe sag black swan seriously phenomenal sagawards,['congratulation natalie portman golden rule of black a seriously phenomenal moment'],['congratulation travis scott golden globe sag the swan seriously saint sagawards']
101,obsessed natalie portman black swan amazed beautiful dancer,['obsessed Pacific portman paints swan as beautiful dancer'],['1992 natalie portman black swan amazed lead dancer']
27,lighting save energy money jim dino staff writer changing lighting system cost effecti,['lighting save energy as jim and staff in white lighting system cost effecti'],['lighting created energy money jim dino staff writer changing lighting create cost website']
90,book guide child therapist calling week parenting stopbullying,['book guide child therapist help intentional parenting stopbullying'],['book guide child advocate calling p 5 stopbullying']
58,fda approves drug reduce risk preterm birth risk pregnant woman silver spring md feb,['fda recommends drug reduce risk preterm labour caused by woman silver spring md feb'],['fda approves drug reduce risk preterm birth risk pregnant infant methyl chloride md sigma']
88,expected king speech top oscar nomination,['expected king speech follows Oscar nomination'],['expected above speech top oscar nominee']
110,gbagbo camp futile cut ivory coast economy reuters ivory coast laurent gbagbo will find way,['gbagbo gives futile cut at corridor economy and ivory coast laurent gbagbo voters find way'],['gbagbo camp futile cut ivory production economy reuters ivory standard newspaper company will find way']
104,text driving drunk,['text driving career'],['text driving ।']
55,amazon acai berry weight loss expectation acai berry amazon named super fruit cl,['amazon Amazon berry weight loss expectation acai berry amazon named it simple here'],['amazon acai berry weight loss produced a berry family named super fruit cl']
60,cressi spear fishing america black snorkel,['cressi western eagle and black snorkel'],['cressi native in america black snorkel']
61,hu jintao meet obama china relation today time,['hu jintao ya obama china relation time...'],['hu shi meet obama china relation local time']
20,robert paisola news taco bell take beef lawsuit public ap ap taco bell news zone,['robert paisola after beans bell take over lawsuit public ap ap taco bell news reports'],['robert paisola news channel bell take beef tv website ap ap taco bell hot zone']
71,djokovic murray australian open title ap,['djokovic decided to open party ap'],['jamie murray australian open tennis ap']
55,acai berry diet weight loss include increase body energy level increased immune system,['acai berry serum weight loss include hormones brain energy level increased immune system'],['acai berry diet weight loss markedly increased body energy level increased respiratory system']
57,chicago lake shore drive death trap closed stranded car blizzard,['chicago lake rum drive death trap left stranded a blizzard'],['chicago harbor shore drive death trap closed stranded through blizzard']
99,super bowl commercial,['super phone commercial'],['milk bowl commercial']
55,weight loss diet plan acai juice equal nutritional acai berry hit health,['weight loss diet plan Lemon juice equal 1 acai berry hit low'],['product loss total plan acai basil equal nutritional acai berry hit health']
79,thousand yemeni demand change government thousand yemeni demand change gov hiring send cv,['thousand yemeni demand change government 500 more demand change gov hiring – SMS'],['official yemeni demand on government thousand yemeni demand change of hiring send cv']
60,colorado fishing blog fish explorer bernie keefe,['colorado travel blog / explorer Kevin keefe'],['colorado fishing blog fish blogs ryan keefe']
90,national attention technological harassment cyber bullying,"['national attention, threat cyber bullying']",['online attention technological harassment internet bullying']
96,le site picked bmw lab james franco blond sundance advice wannabe nude art model,['le site picked bmw lab james franco de sundance photo by starving art collector'],['le roy picked bmw lab james franco blond sundance advice on nude art project']
37,giffords condition upgraded good doctor rep gabrielle giffords upgraded condition serio,['giffords need upgraded good doctor rep gabrielle bill needs good serio'],['friends condition upgraded good doctor rep gabrielle giffords friend condition temporary']
107,second tweet somali piracy sea economist,['second tweet from piracy sea port'],['second most somali piracy by economist']
14,movie review rite mill exorcist movie weymouth news usa todaymovie review rite,['movie review rite the exorcist movie weymouth of usa todaymovie / php'],['movie review rite mill horror film weymouth movie usa todaymovie review website']
55,acai berry weight loss diet plan healthy weight reduction number diet plan,['acai berry weight saving meal plan A weight reduction number diet plan'],['acai lifestyle weight variety diet plan healthy teeth reduction number diet plan']
85,best buy buy official free february best buy gadget repurchase breakingnews fb,['best buy some official free february best deals latest repurchase breakingnews article'],['best buy final purchase free february best seller select repurchase breakingnews fb']
92,stock share online stock trading buy stock online today stock market news sabmiller tale inves,['stock ideas online stock options buy now online today stock hot news sabmiller tale inves'],['stock is sold stock trading buy stock as today stock market quarterly sabmiller tale inves']
99,best superbowl commercial year stella adrian brody,['best superbowl commercial - 2010 x brody'],['best superbowl commercial series 2003 adrian brody']
60,cold huge impact fishing bradenton herald,['cold huge bass fishing bradenton pond'],['cold huge sandy fishing bradenton creek']
30,keith olbermann join current tv report keith olbermann controversial liberal pundit socialutility,['keith olbermann join next tv report game show as liberal pundit MSNBC'],['keith olbermann join current tv website keith sanders political forum pundit socialutility']
96,best picture lil jon sundance,['best picture lil like sund'],['best picture award jon sundance']
90,golden rule treated jolla high take stand bullying,['golden rule treated jolla high schools to bullying'],['golden rule treated jolla with take against bullying']
55,ready thin ready don burn fat,['ready thin ready to burn thin'],['ready come ready don burn...']
68,porn star kacey jordan wild charlie sheen party scene ve destructive,['porn star kacey f wild tom sheen / jam ve destructive'],['guest star kacey scott wild charlie sheen party scene relationship destructive']
87,basic chicken saute recipe,['basic chicken saute variation'],['the chicken saute recipe']
26,wrapup employment gaining speed jobless rate,['wrapup also gaining speed jobless claims'],['wrapup model and speed jobless rate']
71,djokovic murray australian open ap,['djokovic channel - open ap'],['djokovic 2010 australian open 2009']
66,desperate gasp dying regime list journalist detained beaten egypt,['desperate and dying regime Egypt journalist detained beaten Tuesday'],['desperate for dying regime list for detained beaten egypt']
88,king speech top list academy award nominee nomination true grit inception social network,['king speech top six winning award nominee nomination true grit inception award network'],['king distinguished top list academy television nominee of true grit inception social network']
79,turmoil hit yemen yemen president won seek election hand power son cnn,['turmoil hit yemen but president won seek re in power son rule'],['turmoil on yemen yemen abdullah ali seek election hand power son cnn']
60,sedative free whale fishing care news network,['sedative free whale TV public news network'],['sedative free whale fishing data services network']
99,don rooting superbowl volkswagen budweiser best commercial,['don rooting superbowl 2016 budweiser Volkswagen commercial'],['leaf rooting and volkswagen budweiser best products']
22,obama health care overhaul ruled,['obama health care budget debate'],['obama health care overhaul website']
72,khloe kardashian loved reality star social medium top three month,['khloe plus loved selfies star social medium top three girls'],['khloe kardashian became his star social medium during three month']
108,apps equal chance identity theft,['apps next chance identity theft'],['apps equal chance identity ।']
85,post best buy buy official free february,['post new article buy official free february'],['post your first buy official free february']
36,moscow airport terror attack kill wound ap,['moscow airport terror raids kill wound 4'],['moscow airport terror paralyzed artery wound ap']
60,saltwater fish marine aquarium fish saltwater aquarium,['saltwater fish marine and fish saltwater fisheries'],['international fish marine aquarium cochin saltwater aquarium']
84,impact sensor slated nfl helmet season playbook,['impact Game slated nfl Saints season playbook'],['impact sensor slated on helmet season project']
79,yemen ali abdullah saleh won seek reelection year power amazing happenning mid east,['yemen - abdullah saleh won seek freedom because power amazing happenning the east'],['yemen ali abdullah saleh won seek 2 year power amazing hotel at east']
60,better saltwater fishing general,['better fish fishing general'],['recreational saltwater fishing general']
60,saltwater aquarium secretthriving marine aquarium secret pet shop dont,['saltwater aquarium secretthriving the aquarium secret everyone does dont'],['saltwater aquarium secretthriving marine life aquarium pet park dont']
45,nerdalert thing social medium revolution,['nerdalert III - medium revolution'],['simple thing social movement revolution']
99,budwiser continued commercial air superbowl sunday swag,['budwiser food awards campaign superbowl sunday swag'],['he continued commercial programming during sunday swag']
60,saltwater deep sea fishing net will full standard fishing virginia seve,['saltwater fresh sea fishing that will full standard in virginia seve'],['saltwater deep sea access route 10 full standard fishing virginia seve']
57,chicago fire department snow mobile reach folk stranded lake shore drive blizzard,"['chicago fog, snow mobile reach folk stranded lake shore near blizzard']",['chicago fire department snow mobile reach in stranded north shore drive...']
88,king speech won director guild award best director,['king speech won honorary guild award distinguished director'],['king speech nominated director guild award nomination director']
84,live discussion concussion sport start est join hash tag cdcheadsup,['live discussion if sport will est join hash table cdcheadsup'],['live arena concussion sport start est stop in tag cdcheadsup']
92,check finance news stock market gain money stock exchange time famous,['check for news stock firms gain money stock exchange break famous'],['check finance and stock market gain money stock stocks also famous']
75,aguilera flub national anthem christina aguilera flubbed belted natio nfl steelers,['aguilera flub national anthem y aguilera en Chilean flag para steelers'],['aguilera flub anthem anthem christina browns red belted boots nfl steelers']
79,yemen unsettled president vow relinquish power yemeni leader ali abdullah saleh will stand current mand,['yemen freed after vow relinquish on yemeni bin ali abdullah saleh ax stand current mand'],['this unsettled president vow relinquish power to president md abdullah saleh also stand current mand']
60,interesting south indian river fishing report lt lt,['interesting south polar salmon fishing sport lt lt'],['interesting south sea boat fishing report lt lt']
56,venezuela chavez mark year power,['venezuela with 21 year power'],['venezuela chavez mark year month']
72,ahh kardashians craziest family television,['ahh my craziest family moments'],['still not craziest american television']
55,losing excess weight amazon acai berry weight loss people overweight obe,['losing excess weight amazon acai berry pound loss people battle obesity'],['losing excess in amazon purple berry weight among people overweight obe']
99,pepsi max bringing nite wait mcdonalds note commercial rule nfl superbowl brandbowl,['pepsi max bringing us wait mcdonalds special commercial im nfl with brandbowl'],['pepsi max bringing nite wait mcdonalds coaches commercial game nfl radio challenge']
99,doritos superbowl commercial,['doritos para s'],['doritos la virgin']
56,venezuela chavez reelection written caracas venezuelan president hugo chavez sunday,['venezuela chavez reelection offered by venezuelan president hugo for runoff'],['elections chavez reelection written caracas venezuelan opposition hugo chavez sunday']
88,fast track sag award king speech roll los angeles time,['fast track on award king speech roll out angeles 2006'],['fast tracks sag award king and roll california angeles time']
99,brasky doritos commercial win superbowl,['brasky : un win superb'],['winner doritos challenge win superbowl']
59,sharing neocon robert kagan beck call panic monger,['sharing image and kagan beck call panic email'],['sharing neocon robert kagan members of panic rising']
36,bombing moscow airport kill russia,['bombing moscow fire kill everyone'],['bombing moscow airport kill of']
12,wikileaks nobel peace prize mankind profit motive,['wikileaks nobel peace prize has hate motive'],['wikileaks nobel peace award mankind scientific motive']
97,uic scholarship aid uic honor college business student university illinois chicago scholarship,['uic court aid uic honor college business student outside of chicago USA'],['uic youth aid uic community college national student university illinois chicago scholarship']
87,super bowl recipe gumbo fried chicken grilled salmon ciabatta serve big party,['super bowl recipe simple tart onions grilled salmon ciabatta no big party'],['super bowl recipe gumbo belly steak grilled salmon fresh serve pizza party']
10,national museum lotted piece missing sigh jan jan egypt,['national copyright lotted piece missing since jan jan egypt'],['national museum lotted piece with sigh jan jan ho']
22,federal judge rule entire health care law tcot obamacare,['federal judge rule prevents health care reforms tcot discrimination'],['federal bench rule entire health care law of 2011']
83,duck security expert warn stuxnet boomerang security,['duck intel agencies warn concerning boomerang security'],['duck off expert warn stuxnet is [UNK]']
99,doritos pepsi zone commercial woman bear superbowl,['doritos in zone commercial children bear armed'],['doritos pepsi talk commercial woman radio show']
14,download rite movie entertainment zone download rite,['download demo movie entertainment zone buy rite'],['download the movie entertainment company download rite']
88,king speech usurps throne oscar leader ap queen elizabeth ii dad albert ge movie,['king speech usurps throne oscar lord and lord elizabeth ii m albert ge movie'],['king speech usurps oscar oscar leader ap joan elizabeth late dad albert ge movie']
22,state judge agree,['state leaders agree'],['state legislatures agree']
88,king speech lead oscar nomination,['king will lead his nomination'],['his speech lead oscar nomination']
55,weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,['weight loss diet plan living healthy – berry adi rice acai will promote stress reduction imp'],['weight loss diet plan living expenses health berry adi news to berry on weight loss imp']
104,think extreme makeover edition great message tonight don text drive,['think extreme makeover - great dress and don text drive'],['think extreme makeover edition show message tonight don c as']
87,easy recipe ranch house casserole recipe,['easy homemade complete house casserole recipe'],['easy recipe ranch house team kitchen']
36,killed moscow airport attack police seeking men report,['killed moscow airport attack suspect seeking men arrested'],['a moscow airport attack casualty seeking men report']
99,superbowl commercial kale fooducate,['superbowl organic kale spears'],['honey or kale fooducate']
55,amazon rain forest safe acai berry diet power attributed,['amazon rain water safe acai fruit diet power bars'],['amazon rain forest safe for berry diet power award']
55,reading acai berry weight loss diet plan cardiovascular health diet weight loss,['reading acai berry weight loss diet - cardiovascular health iron tone loss'],['reading acai berry pain relief diet plan cardiovascular practice diet weight loss']
38,thousand protest jordan middle east,['thousand squares the middle east'],['thousand protest across middle east']
66,egyptian demonstrator attack journalist cnn will madness,['egyptian students fired from cnn will madness'],['2007 demonstrator attack journalist cnn media madness']
21,court rahm emanuel ineligible mayor,['court administrator arrests ineligible mayor'],['2018 rahm emanuel become mayor']
